"name_clean","leaid1","years1","state1","leaid_name1","name_raw1","leaid2","years2","state2","leaid_name2","name_raw2"
"lenice basham","2919080","2017-2019","mo","Osage Co. R-Ii","LENICE BASHAM","2900001","2020-2024","mo","Maries Co. R-Ii","LENICE BASHAM"
"lenisha roberts","500402","2018","ar","Jacksonville Lighthouse Charter","Roberts, Lenisha","500406","2018","ar","Pine Bluff Lighthouse Academy","Roberts, Lenisha"
"lenisha roberts","500402","2018","ar","Jacksonville Lighthouse Charter","Roberts, Lenisha","500413","2018","ar","Capitol City Lighthouse Academy","Roberts, Lenisha"
"lenisha roberts","500406","2018","ar","Pine Bluff Lighthouse Academy","Roberts, Lenisha","500413","2018","ar","Capitol City Lighthouse Academy","Roberts, Lenisha"
"leo johnson","1718030","2005-2006","il","Hall High Sch Dist 502","LEO JOHNSON ","1732220","2007-2010","il","Pontiac Twp Hsd 90","Leo Johnson"
"leo sherman","1720180","2003-2004","il","Iroquois West C U S Dist 10","LEO SHERMAN ","1710740","2005","il","Columbia Comm Unit Sch Dist 4","LEO SHERMAN "
"leobardo cano","4837140","1990-1991","tx","Rio Grande City Isd","Leobardo Cano","4835760","2007-2010","tx","Premont Isd","Leobardo Cano"
"leobardo cano","4837140","1990-1991","tx","Rio Grande City Isd","Leobardo Cano","4837440","1995-2000, 2012","tx","Robstown Isd","Leobardo Cano"
"leobardo cano","4837440","1995-2000, 2012","tx","Robstown Isd","Leobardo Cano","4835760","2007-2010","tx","Premont Isd","Leobardo Cano"
"leon ashlock","4021930","2015-2017","ok","Nowata","Leon Ashlock","4006810","2023-2024","ok","Cashion","Leon Ashlock"
"leon ashlock","4021930","2015-2017","ok","Nowata","Leon Ashlock","4029380","2018-2022","ok","Tahlequah","Leon Ashlock"
"leon ashlock","4029380","2018-2022","ok","Tahlequah","Leon Ashlock","4006810","2023-2024","ok","Cashion","Leon Ashlock"
"leon hickox","4831380","1990-1991","tx","Morgan Isd","Leon Hickox","4838670","1992","tx","Samnorwood Isd","Leon Hickox"
"leon murdoch","4823070","1990-1991","tx","Hico Isd","Leon Murdoch","4823280","1992-1993","tx","Hillsboro Isd","Leon Murdoch"
"leonard culwell","4828500","1995-1998","tx","Lubbock Isd","Leonard Culwell","4820340","2000-2012","tx","Garland Isd","Leonard Culwell"
"leonard culwell","4835010","1990-1991","tx","Pittsburg Isd","Leonard Culwell","4820340","2000-2012","tx","Garland Isd","Leonard Culwell"
"leonard culwell","4835010","1990-1991","tx","Pittsburg Isd","Leonard Culwell","4828500","1995-1998","tx","Lubbock Isd","Leonard Culwell"
"leonard fitts","3401620","2012-2013","nj","Berlin Township School District","Leonard Fitts","3409330","2021","nj","Mahwah Twp","Leonard Fitts"
"leonard fitts","3401620","2012-2013","nj","Berlin Township School District","Leonard Fitts","3413200","2014-2015","nj","Pleasantville Public School District","Leonard Fitts"
"leonard fitts","3413200","2014-2015","nj","Pleasantville Public School District","Leonard Fitts","3409330","2021","nj","Mahwah Twp","Leonard Fitts"
"leonard foreman","611700","2008-2010","ca","Dunsmuir Joint Union High","Leonard Foreman","626040","2022","ca","Mt. Shasta Union Elementary","Leonard Foreman"
"leonard griffith","1903780","2004-2005","ia","Ar-We-Va Comm School District","Leonard Griffith","1922380","2004-2006, 2009-2012","ia","Paton-Churdan Comm School District","Leonard Griffith"
"leonard kent","4836510","1991-1999","tx","Rankin Isd","Leonard Kent","4820190","2000-2004","tx","Ft Stockton Isd","Leonard Kent"
"leonard kent","4843980","1990","tx","Vega Isd","Leonard Kent","4820190","2000-2004","tx","Ft Stockton Isd","Leonard Kent"
"leonard kent","4843980","1990","tx","Vega Isd","Leonard Kent","4836510","1991-1999","tx","Rankin Isd","Leonard Kent"
"leonard merrell","4842510","1990-1994","tx","Texas City Isd","Leonard Merrell","4825170","1995-2006","tx","Katy Isd","Leonard Merrell"
"leonard skuggevik","3626640","2015-2017","ny","Shelter Island Ufsd","Mr. Leonard Skuggevik","3629070","2018-2024","ny","Tuckahoe Comn Sd","Mr. Leonard Skuggevik"
"leonard tourtillott","2915300","2007","mo","Humansville R-Iv","LEONARD TOURTILLOTT","2920820","2009, 2011","mo","Miami R-I","LEONARD TOURTILLOTT"
"leonel galaviz","4843800","1990-1992, 2004-2013","tx","Valley View Isd","Leonel Galaviz","4817730","1993-1999","tx","Eagle Pass Isd","Leonel Galaviz"
"leotis swopes","1708070","2007-2010","il","Cairo Usd 1","Dr Leotis Swopes","1738970","2014, 2017","il","Thornton Twp Hsd 205","Dr. Leotis D Swopes"
"leroy joffre","4824450","2016-2018","tx","Italy Isd","Leroy Joffre","4828680","2019","tx","Mabank Isd","Leroy Joffre"
"leroy johnson","4843920","1995-1998","tx","Van Isd","Leroy Johnson","4821780","1999","tx","Gregory-Portland Isd","Leroy Johnson"
"leroy seitz","3405490","2014","nj","Franklin Township Public Schools","LeRoy Seitz","3407410","2021","nj","Holmdel Twp","Leroy Seitz"
"leroy seitz","3412480","2011-2013, 2016","nj","Parsippany-Troy Hills Township Schools","LeRoy Seitz","3405490","2014","nj","Franklin Township Public Schools","LeRoy Seitz"
"leroy seitz","3412480","2011-2013, 2016","nj","Parsippany-Troy Hills Township Schools","LeRoy Seitz","3407410","2021","nj","Holmdel Twp","Leroy Seitz"
"les stevens","1742240","2008-2013","il","North Greene Cusd 3","Les Stevens","1708610","2023","il","Carrollton Cusd 1","Mr. Les Stevens"
"leslie boozer","613920","2011-2013","ca","Fontana Unified","Leslie Boozer","600019","2014-2016","ca","Dublin Unified","Leslie Boozer"
"leslie farmer","4809390","1990-1991","tx","Bangs Isd","Leslie Farmer","4823730","1992-1999","tx","Hubbard Isd","Leslie Farmer"
"leslie foppe","1730870","2013","il","Patoka Cusd 100","Leslie Foppe","1735160","2014, 2017-2023","il","Salem Sd 111","Ms. Leslie Foppe"
"leslie ford","3621300","2014-2021","ny","Northville Csd","Dr. Leslie Ford","3610230","2019","ny","Edinburg Common Sd","LESLIE FORD"
"leslie ledbetter","4821360","2012-2014","tx","Graham Isd","Leslie Ledbetter","4830600","2015-2020","tx","Midlothian Isd","Leslie Ledbetter"
"leslie vann","4814790","2014-2016","tx","Comfort Isd","Leslie Vann","4811010","2019, 2022-2023","tx","Boyd Isd","Leslie Vann"
"leslie vann","4821270","2001-2004","tx","Gorman Isd","Leslie Vann","4811010","2019, 2022-2023","tx","Boyd Isd","Leslie Vann"
"leslie vann","4821270","2001-2004","tx","Gorman Isd","Leslie Vann","4814790","2014-2016","tx","Comfort Isd","Leslie Vann"
"leslie vann","4821270","2001-2004","tx","Gorman Isd","Leslie Vann","4844910","2005-2009","tx","Wellman-Union Cisd","Leslie Vann"
"leslie vann","4827960","1999-2000","tx","Lometa Isd","Leslie Vann","4811010","2019, 2022-2023","tx","Boyd Isd","Leslie Vann"
"leslie vann","4827960","1999-2000","tx","Lometa Isd","Leslie Vann","4814790","2014-2016","tx","Comfort Isd","Leslie Vann"
"leslie vann","4827960","1999-2000","tx","Lometa Isd","Leslie Vann","4821270","2001-2004","tx","Gorman Isd","Leslie Vann"
"leslie vann","4827960","1999-2000","tx","Lometa Isd","Leslie Vann","4844910","2005-2009","tx","Wellman-Union Cisd","Leslie Vann"
"leslie vann","4844910","2005-2009","tx","Wellman-Union Cisd","Leslie Vann","4811010","2019, 2022-2023","tx","Boyd Isd","Leslie Vann"
"leslie vann","4844910","2005-2009","tx","Wellman-Union Cisd","Leslie Vann","4814790","2014-2016","tx","Comfort Isd","Leslie Vann"
"letha hopkins","4829130","1999-2004","tx","Marlin Isd","Letha Hopkins","4809540","2013","tx","Bartlett Isd","Letha Hopkins"
"letizia pantoliano","3401920","2011-2016","nj","Bogota Public Schools","Letizia Pantoliano","3413770","2021-2023","nj","Ridgefield Boro","Letizia Pantoliano"
"levis worsham","4829250","1990-2000","tx","Martinsville Isd","Levis Worsham","4824810","2001-2018","tx","Joaquin Isd","Levis Worsham"
"lewie mccaul","2931140","2016-2020","mo","Kingston K-14","LEWIE MCCAUL","2925500","2021-2024","mo","Potosi R-Iii","Lewie McCaul"
"lewis gellett","3106050","2001-2004","ne","Oshkosh Elementary School","LEWIS GELLETT","3100167","2005","ne","Garden County Schools","LEWIS GELLETT"
"lewis gellett","3106050","2001-2004","ne","Oshkosh Elementary School","LEWIS GELLETT","3133900","2004","ne","Well Valley Public School","LEWIS GELLETT"
"lewis gellett","3106050","2001-2004","ne","Oshkosh Elementary School","LEWIS GELLETT","3141120","2004","ne","Lewellen Public School","LEWIS GELLETT"
"lewis gellett","3106050","2001-2004","ne","Oshkosh Elementary School","LEWIS GELLETT","3170800","2001-2005","ne","Garden County High School","LEWIS GELLETT"
"lewis gellett","3106050","2001-2004","ne","Oshkosh Elementary School","LEWIS GELLETT","3172870","2004","ne","Lisco Public School","LEWIS GELLETT"
"lewis gellett","3133900","2004","ne","Well Valley Public School","LEWIS GELLETT","3100167","2005","ne","Garden County Schools","LEWIS GELLETT"
"lewis gellett","3133900","2004","ne","Well Valley Public School","LEWIS GELLETT","3141120","2004","ne","Lewellen Public School","LEWIS GELLETT"
"lewis gellett","3133900","2004","ne","Well Valley Public School","LEWIS GELLETT","3172870","2004","ne","Lisco Public School","LEWIS GELLETT"
"lewis gellett","3141120","2004","ne","Lewellen Public School","LEWIS GELLETT","3100167","2005","ne","Garden County Schools","LEWIS GELLETT"
"lewis gellett","3141120","2004","ne","Lewellen Public School","LEWIS GELLETT","3172870","2004","ne","Lisco Public School","LEWIS GELLETT"
"lewis gellett","3170800","2001-2005","ne","Garden County High School","LEWIS GELLETT","3100167","2005","ne","Garden County Schools","LEWIS GELLETT"
"lewis gellett","3170800","2001-2005","ne","Garden County High School","LEWIS GELLETT","3133900","2004","ne","Well Valley Public School","LEWIS GELLETT"
"lewis gellett","3170800","2001-2005","ne","Garden County High School","LEWIS GELLETT","3141120","2004","ne","Lewellen Public School","LEWIS GELLETT"
"lewis gellett","3170800","2001-2005","ne","Garden County High School","LEWIS GELLETT","3172870","2004","ne","Lisco Public School","LEWIS GELLETT"
"lewis gellett","3172870","2004","ne","Lisco Public School","LEWIS GELLETT","3100167","2005","ne","Garden County Schools","LEWIS GELLETT"
"lewis holloway","1301170","2000-2006","ga","Clarke County","HOLLOWAY, LEWIS D.","1300630","2007-2011","ga","Bulloch County","HOLLOWAY, LEWIS D"
"lillian henderson","5508070","2008-2010","wi","Linn J6 School District","Lillian Henderson","5513560","2011-2016","wi","Sharon J11 School District","Lillian Henderson"
"lillie cox","3702190","2009-2010","nc","Hickory City Schools","Lillie Cox","3700030","2011-2013","nc","Alamance-Burlington Schools","Lillie Cox"
"linda barnhart","4835890","1995-2001","tx","Pringle-Morse Cons Isd","Linda Barnhart","4808190","2002-2012","tx","Anahuac Isd","Linda Barnhart"
"linda bettin","4819020","2005-2012","tx","Falls City Isd","Linda Bettin","4838310","2019-2020","tx","Runge Isd","Linda Bettin"
"linda blum","2923190","2003-2006","mo","South Holt Co. R-I","LINDA BLUM","2929940","2007-2008","mo","Tarkio R-I","LINDA BLUM"
"linda brock","1911820","2005-2009","ia","Fort Dodge","Linda Brock","1919890","2015","ia","Mount Pleasant Comm School District","Linda Brock"
"linda brock","1911850","2004","ia","Fort Madison Comm School District","Linda Brock","1911820","2005-2009","ia","Fort Dodge","Linda Brock"
"linda brock","1911850","2004","ia","Fort Madison Comm School District","Linda Brock","1919890","2015","ia","Mount Pleasant Comm School District","Linda Brock"
"linda dvorak","1716230","2005-2008","il","Gardner Comm Cons Sch Dist 72c","LINDA DVORAK ","1720180","2008-2014, 2017-2018","il","Iroquois West Cusd 10","Dr Linda L Dvorak"
"linda gossett","4810380","1991","tx","Blanket Isd","Linda Gossett","4815870","1998-2000","tx","Crowell Isd","Linda Gossett"
"linda gossett","4810380","1991","tx","Blanket Isd","Linda Gossett","4838670","1997","tx","Samnorwood Isd","Linda Gossett"
"linda gossett","4838670","1997","tx","Samnorwood Isd","Linda Gossett","4815870","1998-2000","tx","Crowell Isd","Linda Gossett"
"linda gray smith","2932300","2003-2008","mo","Worth Co. R-Iii","LINDA GRAY SMITH","2908760","2009-2011","mo","Chillicothe R-Ii","LINDA GRAY SMITH"
"linda hicks","2632280","2008","mi","South Redford","Linda Hicks","2600005","2011-2012, 2014","mi","Battle Creek","Linda Hicks"
"linda hippert","4220580","2008","pa","South Fayette Township SD","LINDA HIPPERT","4225590","2012","pa","West Jefferson Hills SD","LINDA HIPPERT"
"linda irving","634050","2008-2010","ca","San Antonio Union Elementary","Linda Irving","636180","2011-2020","ca","Sebastopol Union Elementary","Linda Irving"
"linda luna","624900","2008-2012","ca","Millbrae Elementary","Linda Luna","641580","2013-2018","ca","Washington Unified","Linda Luna"
"linda madison","3410290","2011-2013","nj","Milltown","Linda Madison","3410050","2014-2017, 2019","nj","Middlesex Borough School District","Linda Madison"
"linda marcolini","4215600","2012-2013","pa","Monessen City SD","LINDA MARCOLINI","4203600","2014-2017","pa","Bethlehem-Center SD","LINDA MARCOLINI"
"linda reid","3904404","2009-2010","oh","Garfield Heights City Schools","Linda N. Reid","3904479","2011-2022","oh","South Euclid-Lyndhurst City","Linda N. Reid"
"linda row","604890","2018-2019","ca","Big Lagoon Union Elementary","Linda Row","622320","2020-2022","ca","Loleta Union Elementary","Linda Row"
"linda rozzi","3609720","2013-2014","ny","East Islip Ufsd","Ms. Linda Rozzi","3603720","2015-2022","ny","Babylon Ufsd","Ms. Linda J Rozzi"
"linda shifflette","5101800","2010-2014","va","Hampton ","Dr. Linda M. Shifflette","5102910","2015","va","Petersburg ","Dr. Linda Shifflette"
"linda thomas","4808580","1998-1999, 2007-2009","tx","Aransas Pass Isd","Ronald Thomas","4809720","2010-2014","tx","Beeville Isd","Linda Thomas"
"linda vieth","1724420","2005-2006","il","Northbrook/Glenview Sch Dist 30","DR LINDA J VIETH ","1738400","2007-2012","il","Sunset Ridge Sd 29","Dr Linda J Vieth"
"linda watson","509000","2007-2009","ar","Little Rock School District","WATSON, LINDA","500026","2011-2013","ar","Pine Bluff School District","WATSON, LINDA"
"lindell croft","1709810","2003-2004","il","Chester Comm Unit Sch Dist 139","LINDELL CROFT ","1712480","2010","il","Dongola Usd 66","Dr. Lindell Croft"
"lindsey beaudette","3100141","2019-2020","ne","Emerson-Hubbard Public Schools","Lindsey Beaudette","3173210","2021-2024","ne","Lyons-Decatur Northeast Schs","Lindsey Beaudette"
"lindsey beecher","1909120","2004-2010","ia","Dike-New Hartford Comm School District","Lindsey L.  Beecher","1912510","2011-2020","ia","Gilbert","Lindsey Beecher"
"lindsey hall","1726800","2012-2014","il","Morton Cusd 709","Dr. Lindsey Hall","1724060","2017-2021","il","Mahomet-Seymour Cusd 3","Dr. Lindsey A Hall"
"lindy robinson","4830690","2006-2011","tx","Milano Isd","Lindy Robinson","4838040","2012-2014","tx","Rotan Isd","Lindy Robinson"
"lisa beames","1903570","2013-2017","ia","Anamosa","Lisa Beames","1913200","2024","ia","Grinnell-Newburg Comm School District","Lisa Beames"
"lisa beames","1903570","2013-2017","ia","Anamosa","Lisa Beames","1930780","2019-2020, 2023","ia","West Burlington Ind School District","Lisa Beames"
"lisa beames","1928980","2010-2012","ia","Van Buren","Lisa Beames","1903570","2013-2017","ia","Anamosa","Lisa Beames"
"lisa beames","1928980","2010-2012","ia","Van Buren","Lisa Beames","1913200","2024","ia","Grinnell-Newburg Comm School District","Lisa Beames"
"lisa beames","1928980","2010-2012","ia","Van Buren","Lisa Beames","1930780","2019-2020, 2023","ia","West Burlington Ind School District","Lisa Beames"
"lisa beames","1930780","2019-2020, 2023","ia","West Burlington Ind School District","Lisa Beames","1913200","2024","ia","Grinnell-Newburg Comm School District","Lisa Beames"
"lisa borden","2914520","2016","mo","Holliday C-2","LISA BORDEN","2926190","2017-2024","mo","Renick R-V","Lisa Borden"
"lisa brady","3609120","2011-2021","ny","Dobbs Ferry Ufsd","Dr. Lisa A Brady","3620190","2023-2024","ny","Nanuet Ufsd","LISA BRADY"
"lisa carmichael","3904435","2008-2009","oh","Massillon City","Lisa A. Carmichael","3904947","2010-2020","oh","Ontario Local","Lisa A. Carmichael"
"lisa carmichael","3904779","2005-2007","oh","Edison Local","Lisa A. Carmichael","3904435","2008-2009","oh","Massillon City","Lisa A. Carmichael"
"lisa carmichael","3904779","2005-2007","oh","Edison Local","Lisa A. Carmichael","3904947","2010-2020","oh","Ontario Local","Lisa A. Carmichael"
"lisa carter","903000","2022","ct","North Canaan School District","ms. lisa carter","900630","2023","ct","Canaan School District","lisa carter"
"lisa carter","903600","2021, 2023","ct","Regional School District 01","ms. lisa carter","900630","2023","ct","Canaan School District","lisa carter"
"lisa carter","903600","2021, 2023","ct","Regional School District 01","ms. lisa carter","903000","2022","ct","North Canaan School District","ms. lisa carter"
"lisa fontana","602070","2008-2010","ca","Alpine County Unified","Lisa Fontana","630480","2011-2013","ca","Pioneer Union Elementary","Lisa Fontana"
"lisa fontana","602070","2008-2010","ca","Alpine County Unified","Lisa Fontana","691011","2014-2016","ca","Inyo County Office Of Education","Lisa Fontana"
"lisa fontana","602070","2008-2010","ca","Alpine County Unified","Lisa Fontana","691058","2009-2010","ca","Alpine County Office Of Education","Lisa Fontana"
"lisa fontana","630480","2011-2013","ca","Pioneer Union Elementary","Lisa Fontana","691011","2014-2016","ca","Inyo County Office Of Education","Lisa Fontana"
"lisa fontana","691058","2009-2010","ca","Alpine County Office Of Education","Lisa Fontana","630480","2011-2013","ca","Pioneer Union Elementary","Lisa Fontana"
"lisa fontana","691058","2009-2010","ca","Alpine County Office Of Education","Lisa Fontana","691011","2014-2016","ca","Inyo County Office Of Education","Lisa Fontana"
"lisa gehring","2010470","2012","ks","Palco","Gehring, Lisa","2010740","2017-2018, 2021-2024","ks","Plainville","Gehring, Lisa"
"lisa gross","3414250","2014-2015","nj","Roseland School District","Lisa Gross","3411850","2016-2017, 2019-2021","nj","Norwood Public School District","Lisa Gross"
"lisa leali","1720970","2019-2020","il","Kenilworth Sd 38","Dr. Lisa Leali","1721720","2021-2023","il","Lake Bluff Esd 65","Dr. Lisa Leali"
"lisa meysembourg","4839540","2013-2018","tx","Schulenburg Isd","Lisa Meysembourg","4846440","2019-2024","tx","Woodville Isd","Lisa Meysembourg"
"lisa muller","4025200","2022-2024","ok","Pryor","Lisa Muller","4023190","2023","ok","Osage","Lisa Muller"
"lisa olson","5506120","2010-2015","wi","Hartford Uhs School District","Lisa Olson","5506000","2016-2023","wi","Whitnall School District","Lisa Olson"
"lisa parker","1712700","2013-2014","il","Dunlap Cusd 323","Dr. Lisa Parker","1700112","2017-2022","il","Streator Esd 44","Dr. Lisa Parker"
"lisa ruiz","3609960","2013-2021","ny","East Rockaway Ufsd","Ms. Lisa J Ruiz","3611160","2022-2024","ny","Floral Park-Bellerose Ufsd","LISA RUIZ"
"lisa saxon","600034","2011","ca","Windsor Unified","Lisa Saxon","643200","2020-2022","ca","Wright Elementary","Lisa Saxon"
"lisa taylor","1711850","2013-2014","il","Decatur Sd 61","Mrs. Lisa M Taylor","1718870","2017-2023","il","Heyworth Cusd 4","Ms. Lisa Taylor"
"lisamarie spindler","3614940","2022","ny","Hudson City Sd","LISAMARIE SPINDLER","3625320","2023-2024","ny","Florida Ufsd","LISAMARIE SPINDLER"
"lisandro ramon","4838910","1991-1993","tx","San Isidro Isd","Lisandro Ramon","4828620","1998-2003","tx","Lyford Cisd","Lisandro Ramon"
"liz schott","636180","2008-2010","ca","Sebastopol Union Elementary","Liz Schott","619380","2011-2017","ca","Kentfield Elementary","Liz Schott"
"lloyd graham","4821720","2006-2007","tx","Greenville Isd","Lloyd Graham","4826190","2008-2019","tx","La Porte Isd","Lloyd Graham"
"lloyd graham","4838100","1996-2002","tx","Round Top-Carmine Isd","Lloyd Graham","4821720","2006-2007","tx","Greenville Isd","Lloyd Graham"
"lloyd graham","4838100","1996-2002","tx","Round Top-Carmine Isd","Lloyd Graham","4826190","2008-2019","tx","La Porte Isd","Lloyd Graham"
"lloyd graham","4838100","1996-2002","tx","Round Top-Carmine Isd","Lloyd Graham","4841350","2003-2005","tx","Stafford Municipal School","Lloyd Graham"
"lloyd graham","4841350","2003-2005","tx","Stafford Municipal School","Lloyd Graham","4821720","2006-2007","tx","Greenville Isd","Lloyd Graham"
"lloyd graham","4841350","2003-2005","tx","Stafford Municipal School","Lloyd Graham","4826190","2008-2019","tx","La Porte Isd","Lloyd Graham"
"lloyd mitchell","4815540","2003","tx","Crane Isd","Lloyd Mitchell","4834550","2009","tx","Pecos-Barstow-Toyah Isd","Lloyd Mitchell"
"lloyd mitchell","4818070","1996","tx","Eden Cons Isd","Lloyd Mitchell","4815540","2003","tx","Crane Isd","Lloyd Mitchell"
"lloyd mitchell","4818070","1996","tx","Eden Cons Isd","Lloyd Mitchell","4834550","2009","tx","Pecos-Barstow-Toyah Isd","Lloyd Mitchell"
"lloyd mitchell","4818070","1996","tx","Eden Cons Isd","Lloyd Mitchell","4836570","1999, 2005","tx","Reagan County Isd","Lloyd Mitchell"
"lloyd mitchell","4836570","1999, 2005","tx","Reagan County Isd","Lloyd Mitchell","4815540","2003","tx","Crane Isd","Lloyd Mitchell"
"lloyd mitchell","4836570","1999, 2005","tx","Reagan County Isd","Lloyd Mitchell","4834550","2009","tx","Pecos-Barstow-Toyah Isd","Lloyd Mitchell"
"lloyd peck","3607260","2012-2019","ny","Chenango Forks Csd","Mr. Lloyd Peck","3610860","2021-2024","ny","Fabius-Pompey Csd","LLOYD PECK"
"lloyd phariss","4811250","1990-1991","tx","Bremond Isd","Lloyd Phariss","4836480","1993-1996","tx","Ranger Isd","Lloyd Phariss"
"lloyd treadwell","4816860","2004, 2007-2010","tx","Desoto Isd","Lloyd Treadwell","4818540","2018","tx","Ennis Isd","Lloyd Treadwell"
"lloyd treadwell","4816860","2004, 2007-2010","tx","Desoto Isd","Lloyd Treadwell","4820850","2005","tx","Glen Rose Isd","Lloyd Treadwell"
"lloyd treadwell","4816860","2004, 2007-2010","tx","Desoto Isd","Lloyd Treadwell","4821270","2016","tx","Gorman Isd","Lloyd Treadwell"
"lloyd treadwell","4820850","2005","tx","Glen Rose Isd","Lloyd Treadwell","4818540","2018","tx","Ennis Isd","Lloyd Treadwell"
"lloyd treadwell","4820850","2005","tx","Glen Rose Isd","Lloyd Treadwell","4821270","2016","tx","Gorman Isd","Lloyd Treadwell"
"lloyd treadwell","4821270","2016","tx","Gorman Isd","Lloyd Treadwell","4818540","2018","tx","Ennis Isd","Lloyd Treadwell"
"lloyd treadwell","4824000","1990-1992","tx","Huntington Isd","Lloyd Treadwell","4816860","2004, 2007-2010","tx","Desoto Isd","Lloyd Treadwell"
"lloyd treadwell","4824000","1990-1992","tx","Huntington Isd","Lloyd Treadwell","4818540","2018","tx","Ennis Isd","Lloyd Treadwell"
"lloyd treadwell","4824000","1990-1992","tx","Huntington Isd","Lloyd Treadwell","4820850","2005","tx","Glen Rose Isd","Lloyd Treadwell"
"lloyd treadwell","4824000","1990-1992","tx","Huntington Isd","Lloyd Treadwell","4821270","2016","tx","Gorman Isd","Lloyd Treadwell"
"lloyd treadwell","4824000","1990-1992","tx","Huntington Isd","Lloyd Treadwell","4841280","1993-2000","tx","Springtown Isd","Lloyd Treadwell"
"lloyd treadwell","4841280","1993-2000","tx","Springtown Isd","Lloyd Treadwell","4816860","2004, 2007-2010","tx","Desoto Isd","Lloyd Treadwell"
"lloyd treadwell","4841280","1993-2000","tx","Springtown Isd","Lloyd Treadwell","4818540","2018","tx","Ennis Isd","Lloyd Treadwell"
"lloyd treadwell","4841280","1993-2000","tx","Springtown Isd","Lloyd Treadwell","4820850","2005","tx","Glen Rose Isd","Lloyd Treadwell"
"lloyd treadwell","4841280","1993-2000","tx","Springtown Isd","Lloyd Treadwell","4821270","2016","tx","Gorman Isd","Lloyd Treadwell"
"lois berlin","5101290","2010","va","Falls Church ","Dr. Lois F. Berlin","5100120","2017","va","Alexandria ","Dr. Lois Berlin"
"lola waggoner","4807860","1992","tx","Allamoore Csd","Lola Waggoner","4843740","1996","tx","Valentine Isd","Lola Waggoner"
"lola waggoner","4807860","1992","tx","Allamoore Csd","Lola Waggoner","4844040","1997","tx","Veribest Isd","Lola Waggoner"
"lola waggoner","4843740","1996","tx","Valentine Isd","Lola Waggoner","4844040","1997","tx","Veribest Isd","Lola Waggoner"
"lonnie beadles","4841790","2007","tx","Sulphur Bluff Isd","Lonnie Beadles","4813260","2011-2013","tx","Celeste Isd","Lonnie Beadles"
"lonnie hise","4846080","2017-2020","tx","Windthorst Isd","Lonnie Hise","4822740","2021-2024","tx","Haskell Cisd","Lonnie Hise"
"lonnie jackson","4839450","1990","tx","Savoy Isd","Lonnie Jackson","4842360","1991-1992","tx","Tenaha Isd","Lonnie Jackson"
"lonnie luepker","1906000","2011-2020, 2023","ia","Calamus-Wheatland","Lonnie Luepker","1904740","2019-2020, 2023","ia","Bennett Comm School District","Lonnie Luepker"
"lonnie myers","500043","2010-2013","ar","Mountain Home School District","MYERS, LONNIE","510290","2016-2024","ar","Mulberry School District","MYERS, LONNIE E."
"lonnie seipp","4812220","1994-2000","tx","Burnet Cons Isd","Lonnie Seipp","4841280","2001-2007","tx","Springtown Isd","Lonnie Seipp"
"lonny lemon","1700310","2006","il","West Carroll Cusd 314","LONNY B LEMON","1729130","2011-2014, 2017-2020","il","Oak Grove Sd 68","Dr. Lonny Lemon"
"lonny lemon","1700310","2006","il","West Carroll Cusd 314","LONNY B LEMON","1733000","2008-2011","il","Quincy Sd 172","Lonny B Lemon"
"lonny lemon","1730930","2004-2005","il","Pawnee Comm Unit School Dist 11","LONNY B LEMON ","1700310","2006","il","West Carroll Cusd 314","LONNY B LEMON"
"lonny lemon","1730930","2004-2005","il","Pawnee Comm Unit School Dist 11","LONNY B LEMON ","1729130","2011-2014, 2017-2020","il","Oak Grove Sd 68","Dr. Lonny Lemon"
"lonny lemon","1730930","2004-2005","il","Pawnee Comm Unit School Dist 11","LONNY B LEMON ","1733000","2008-2011","il","Quincy Sd 172","Lonny B Lemon"
"lonny lemon","1733000","2008-2011","il","Quincy Sd 172","Lonny B Lemon","1729130","2011-2014, 2017-2020","il","Oak Grove Sd 68","Dr. Lonny Lemon"
"lonny rivera","3904460","2012-2013","oh","Oregon City","Lonny J. Rivera","3904681","2023","oh","Perkins Local","Lonny J. Rivera"
"loreda miller","3173560","2015-2016","ne","Mc Pherson County Schools","Loreda Miller","3100072","2017","ne","Leyton Public Schools","Loreda Miller"
"lorelle evans","1300440","1999-2006","ga","Bleckley County","EVANS, LORELLE C.","1302220","2008-2013","ga","Forsyth County","EVANS, L.C. (BUSTER)"
"loren feldkamp","2012540","2009-2017","ks","Valley Falls","Feldkamp, Loren","2012210","2018, 2021-2024","ks","Tonganoxie","Feldkamp, Loren"
"loren fuhring","3407710","2011-2015","nj","Island Heights Board Of Education","Loren Fuhring","3408160","2014-2017, 2019-2024","nj","Lakehurst Elementary School District","Loren Fuhring"
"loren pokorny","3100124","2002, 2004-2005","ne","Bruning-Davenport Unified Sys","LOREN POKORNY","3174340","2006-2013","ne","Newman Grove Public Schools","LOREN POKORNY"
"loren tackett","4022860","2012","ok","Olive","Loren Tackett","4009420","2017-2024","ok","Darlington","Loren Tackett"
"loren tackett","4022860","2012","ok","Olive","Loren Tackett","4032040","2013-2016","ok","Waynoka","Loren Tackett"
"loren tackett","4032040","2013-2016","ok","Waynoka","Loren Tackett","4009420","2017-2024","ok","Darlington","Loren Tackett"
"loren thomas","3409480","2011-2013","nj","Mannington Township School","Loren Thomas","3414580","2011-2013","nj","Salem County Vocational Technical School","Loren Thomas"
"loren thomas","3409480","2011-2013","nj","Mannington Township School","Loren Thomas","3480361","2011-2013","nj","Salem County Special Services School District","Loren Thomas"
