district_name,year,original_url,snapshot_timestamp,snapshot_url,snapshot_date,superintendent,legal_name,beds_code,institution_id,scrape_success,scrape_error
ALBANY CITY SCHOOL DISTRICT,2020,https://data.nysed.gov/profile.php?instid=800000055729,20201127041323,https://web.archive.org/web/20201127041323/https://data.nysed.gov/profile.php?instid=800000055729,2020-11-27 04:13:23,KAWEEDA ADAMS,ALBANY CITY SCHOOL DISTRICT,010100010000,800000055729,True,
ALBANY CITY SCHOOL DISTRICT,2021,https://data.nysed.gov/profile.php?instid=800000055729,20211115170834,https://web.archive.org/web/20211115170834/https://data.nysed.gov/profile.php?instid=800000055729,2021-11-15 17:08:34,KAWEEDA ADAMS,ALBANY CITY SCHOOL DISTRICT,010100010000,800000055729,True,
ALBANY CITY SCHOOL DISTRICT,2022,https://data.nysed.gov/profile.php?instid=800000055729,20220531213725,https://web.archive.org/web/20220531213725/https://data.nysed.gov/profile.php?instid=800000055729,2022-05-31 21:37:25,KAWEEDA ADAMS,ALBANY CITY SCHOOL DISTRICT,010100010000,800000055729,True,
ALBANY CITY SCHOOL DISTRICT,2023,https://data.nysed.gov/profile.php?instid=800000055729,20230621213800,https://web.archive.org/web/20230621213800/https://data.nysed.gov/profile.php?instid=800000055729,2023-06-21 21:38:00,JOSEPH HOCHREITER,ALBANY CITY SCHOOL DISTRICT,010100010000,800000055729,True,
ALBANY CITY SCHOOL DISTRICT,2024,https://data.nysed.gov/profile.php?instid=800000055729,20241216052222,https://web.archive.org/web/20241216052222/https://data.nysed.gov/profile.php?instid=800000055729,2024-12-16 05:22:22,JOSEPH HOCHREITER,ALBANY CITY SCHOOL DISTRICT,010100010000,800000055729,True,
ALBANY CITY SCHOOL DISTRICT,2025,https://data.nysed.gov/profile.php?instid=800000055729,20250601222024,https://web.archive.org/web/20250601222024/https://data.nysed.gov/profile.php?instid=800000055729,2025-06-01 22:20:24,JOSEPH HOCHREITER,ALBANY CITY SCHOOL DISTRICT,010100010000,800000055729,True,
ALBION CSD,2017,https://data.nysed.gov/profile.php?instid=800000050704,20170107020615,https://web.archive.org/web/20170107020615/https://data.nysed.gov/profile.php?instid=800000050704,2017-01-07 02:06:15,MICHAEL BONNEWELL,ALBION CENTRAL SCHOOL DISTRICT,450101060000,800000050704,True,
ALBION CSD,2019,https://data.nysed.gov/profile.php?instid=800000050704,20190501172644,https://web.archive.org/web/20190501172644/https://data.nysed.gov/profile.php?instid=800000050704,2019-05-01 17:26:44,MICHAEL BONNEWELL,ALBION CENTRAL SCHOOL DISTRICT,450101060000,800000050704,True,
ALBION CSD,2020,https://data.nysed.gov/profile.php?instid=800000050704,20201127181405,https://web.archive.org/web/20201127181405/https://data.nysed.gov/profile.php?instid=800000050704,2020-11-27 18:14:05,SCOTT BISCHOPING,ALBION CENTRAL SCHOOL DISTRICT,450101060000,800000050704,True,
ALBION CSD,2021,https://data.nysed.gov/profile.php?instid=800000050704,20211115185058,https://web.archive.org/web/20211115185058/https://data.nysed.gov/profile.php?instid=800000050704,2021-11-15 18:50:58,MICKEY EDWARDS,ALBION CENTRAL SCHOOL DISTRICT,450101060000,800000050704,True,
ALBION CSD,2022,https://data.nysed.gov/profile.php?instid=800000050704,20220930134904,https://web.archive.org/web/20220930134904/https://data.nysed.gov/profile.php?instid=800000050704,2022-09-30 13:49:04,MICKEY EDWARDS,ALBION CENTRAL SCHOOL DISTRICT,450101060000,800000050704,True,
ALBION CSD,2023,https://data.nysed.gov/profile.php?instid=800000050704,20231204041657,https://web.archive.org/web/20231204041657/https://data.nysed.gov/profile.php?instid=800000050704,2023-12-04 04:16:57,MICKEY EDWARDS,ALBION CENTRAL SCHOOL DISTRICT,450101060000,800000050704,True,
ALBION CSD,2024,https://data.nysed.gov/profile.php?instid=800000050704,20241216080213,https://web.archive.org/web/20241216080213/https://data.nysed.gov/profile.php?instid=800000050704,2024-12-16 08:02:13,MICKEY EDWARDS,ALBION CENTRAL SCHOOL DISTRICT,450101060000,800000050704,True,
ALBION CSD,2025,https://data.nysed.gov/profile.php?instid=800000050704,20250601222146,https://web.archive.org/web/20250601222146/https://data.nysed.gov/profile.php?instid=800000050704,2025-06-01 22:21:46,MICKEY EDWARDS,ALBION CENTRAL SCHOOL DISTRICT,450101060000,800000050704,True,
ALDEN CSD,2017,https://data.nysed.gov/profile.php?instid=800000053113,20170107020926,https://web.archive.org/web/20170107020926/https://data.nysed.gov/profile.php?instid=800000053113,2017-01-07 02:09:26,ADAM STOLTMAN,ALDEN CENTRAL SCHOOL DISTRICT,140101060000,800000053113,True,
ALDEN CSD,2019,https://data.nysed.gov/profile.php?instid=800000053113,20190501172753,https://web.archive.org/web/20190501172753/https://data.nysed.gov/profile.php?instid=800000053113,2019-05-01 17:27:53,ADAM STOLTMAN,ALDEN CENTRAL SCHOOL DISTRICT,140101060000,800000053113,True,
ALDEN CSD,2020,https://data.nysed.gov/profile.php?instid=800000053113,20201023081213,https://web.archive.org/web/20201023081213/https://data.nysed.gov/profile.php?instid=800000053113,2020-10-23 08:12:13,ADAM STOLTMAN,ALDEN CENTRAL SCHOOL DISTRICT,140101060000,800000053113,True,
ALDEN CSD,2021,https://data.nysed.gov/profile.php?instid=800000053113,20211205165134,https://web.archive.org/web/20211205165134/https://data.nysed.gov/profile.php?instid=800000053113,2021-12-05 16:51:34,ADAM STOLTMAN,ALDEN CENTRAL SCHOOL DISTRICT,140101060000,800000053113,True,
ALDEN CSD,2022,https://data.nysed.gov/profile.php?instid=800000053113,20220813054856,https://web.archive.org/web/20220813054856/https://data.nysed.gov/profile.php?instid=800000053113,2022-08-13 05:48:56,ADAM STOLTMAN,ALDEN CENTRAL SCHOOL DISTRICT,140101060000,800000053113,True,
ALDEN CSD,2023,https://data.nysed.gov/profile.php?instid=800000053113,20230621214318,https://web.archive.org/web/20230621214318/https://data.nysed.gov/profile.php?instid=800000053113,2023-06-21 21:43:18,ADAM STOLTMAN,ALDEN CENTRAL SCHOOL DISTRICT,140101060000,800000053113,True,
ALDEN CSD,2024,https://data.nysed.gov/profile.php?instid=800000053113,20241216100850,https://web.archive.org/web/20241216100850/https://data.nysed.gov/profile.php?instid=800000053113,2024-12-16 10:08:50,ADAM STOLTMAN,ALDEN CENTRAL SCHOOL DISTRICT,140101060000,800000053113,True,
ALDEN CSD,2025,https://data.nysed.gov/profile.php?instid=800000053113,20250601222302,https://web.archive.org/web/20250601222302/https://data.nysed.gov/profile.php?instid=800000053113,2025-06-01 22:23:02,ADAM STOLTMAN,ALDEN CENTRAL SCHOOL DISTRICT,140101060000,800000053113,True,
ALEXANDER CSD,2017,https://data.nysed.gov/profile.php?instid=800000034031,20170107021307,https://web.archive.org/web/20170107021307/https://data.nysed.gov/profile.php?instid=800000034031,2017-01-07 02:13:07,KATHLEEN MAERTEN,ALEXANDER CENTRAL SCHOOL DISTRICT,180202040000,800000034031,True,
ALEXANDER CSD,2019,https://data.nysed.gov/profile.php?instid=800000034031,20190501172905,https://web.archive.org/web/20190501172905/https://data.nysed.gov/profile.php?instid=800000034031,2019-05-01 17:29:05,HERINE HUBER,ALEXANDER CENTRAL SCHOOL DISTRICT,180202040000,800000034031,True,
ALEXANDER CSD,2020,https://data.nysed.gov/profile.php?instid=800000034031,20201027205837,https://web.archive.org/web/20201027205837/https://data.nysed.gov/profile.php?instid=800000034031,2020-10-27 20:58:37,JARED TAFT,ALEXANDER CENTRAL SCHOOL DISTRICT,180202040000,800000034031,True,
ALEXANDER CSD,2021,https://data.nysed.gov/profile.php?instid=800000034031,20211130212110,https://web.archive.org/web/20211130212110/https://data.nysed.gov/profile.php?instid=800000034031,2021-11-30 21:21:10,JARED TAFT,ALEXANDER CENTRAL SCHOOL DISTRICT,180202040000,800000034031,True,
ALEXANDER CSD,2022,https://data.nysed.gov/profile.php?instid=800000034031,20220811204714,https://web.archive.org/web/20220811204714/https://data.nysed.gov/profile.php?instid=800000034031,2022-08-11 20:47:14,JARED TAFT,ALEXANDER CENTRAL SCHOOL DISTRICT,180202040000,800000034031,True,
ALEXANDER CSD,2023,https://data.nysed.gov/profile.php?instid=800000034031,20230621214548,https://web.archive.org/web/20230621214548/https://data.nysed.gov/profile.php?instid=800000034031,2023-06-21 21:45:48,ERIM  TIMOTHY HAYES,ALEXANDER CENTRAL SCHOOL DISTRICT,180202040000,800000034031,True,
ALEXANDER CSD,2024,https://data.nysed.gov/profile.php?instid=800000034031,20241216114831,https://web.archive.org/web/20241216114831/https://data.nysed.gov/profile.php?instid=800000034031,2024-12-16 11:48:31,M BATZEL,ALEXANDER CENTRAL SCHOOL DISTRICT,180202040000,800000034031,True,
ALEXANDER CSD,2025,https://data.nysed.gov/profile.php?instid=800000034031,20250601222403,https://web.archive.org/web/20250601222403/https://data.nysed.gov/profile.php?instid=800000034031,2025-06-01 22:24:03,M BATZEL,ALEXANDER CENTRAL SCHOOL DISTRICT,180202040000,800000034031,True,
ALEXANDRIA CSD,2017,https://data.nysed.gov/profile.php?instid=800000051247,20170107021748,https://web.archive.org/web/20170107021748/https://data.nysed.gov/profile.php?instid=800000051247,2017-01-07 02:17:48,EORGE MERRITT,ALEXANDRIA CENTRAL SCHOOL DISTRICT,220202040000,800000051247,True,
ALEXANDRIA CSD,2019,https://data.nysed.gov/profile.php?instid=800000051247,20190501173014,https://web.archive.org/web/20190501173014/https://data.nysed.gov/profile.php?instid=800000051247,2019-05-01 17:30:14,HRISTOPHER CLAPPER,ALEXANDRIA CENTRAL SCHOOL DISTRICT,220202040000,800000051247,True,
ALEXANDRIA CSD,2020,https://data.nysed.gov/profile.php?instid=800000051247,20201022044202,https://web.archive.org/web/20201022044202/https://data.nysed.gov/profile.php?instid=800000051247,2020-10-22 04:42:02,HRISTOPHER CLAPPER,ALEXANDRIA CENTRAL SCHOOL DISTRICT,220202040000,800000051247,True,
ALEXANDRIA CSD,2021,https://data.nysed.gov/profile.php?instid=800000051247,20211130071708,https://web.archive.org/web/20211130071708/https://data.nysed.gov/profile.php?instid=800000051247,2021-11-30 07:17:08,HRISTOPHER CLAPPER,ALEXANDRIA CENTRAL SCHOOL DISTRICT,220202040000,800000051247,True,
ALEXANDRIA CSD,2022,https://data.nysed.gov/profile.php?instid=800000051247,20220930134906,https://web.archive.org/web/20220930134906/https://data.nysed.gov/profile.php?instid=800000051247,2022-09-30 13:49:06,HRISTOPHER CLAPPER,ALEXANDRIA CENTRAL SCHOOL DISTRICT,220202040000,800000051247,True,
ALEXANDRIA CSD,2023,https://data.nysed.gov/profile.php?instid=800000051247,20230621214823,https://web.archive.org/web/20230621214823/https://data.nysed.gov/profile.php?instid=800000051247,2023-06-21 21:48:23,HRISTOPHER CLAPPER,ALEXANDRIA CENTRAL SCHOOL DISTRICT,220202040000,800000051247,True,
ALEXANDRIA CSD,2024,https://data.nysed.gov/profile.php?instid=800000051247,20241216115500,https://web.archive.org/web/20241216115500/https://data.nysed.gov/profile.php?instid=800000051247,2024-12-16 11:55:00,ROBERT FOUNTAIN,ALEXANDRIA CENTRAL SCHOOL DISTRICT,220202040000,800000051247,True,
ALEXANDRIA CSD,2025,https://data.nysed.gov/profile.php?instid=800000051247,20250601222533,https://web.archive.org/web/20250601222533/https://data.nysed.gov/profile.php?instid=800000051247,2025-06-01 22:25:33,ROBERT FOUNTAIN,ALEXANDRIA CENTRAL SCHOOL DISTRICT,220202040000,800000051247,True,
ALFRED-ALMOND CSD,2017,https://data.nysed.gov/profile.php?instid=800000055275,20170107022203,https://web.archive.org/web/20170107022203/https://data.nysed.gov/profile.php?instid=800000055275,2017-01-07 02:22:03,RICHARD CALKINS,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,020101040000,800000055275,True,
ALFRED-ALMOND CSD,2019,https://data.nysed.gov/profile.php?instid=800000055275,20190501173117,https://web.archive.org/web/20190501173117/https://data.nysed.gov/profile.php?instid=800000055275,2019-05-01 17:31:17,RICHARD CALKINS,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,020101040000,800000055275,True,
ALFRED-ALMOND CSD,2020,https://data.nysed.gov/profile.php?instid=800000055275,20201103195300,https://web.archive.org/web/20201103195300/https://data.nysed.gov/profile.php?instid=800000055275,2020-11-03 19:53:00,RACIE BLIVEN,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,020101040000,800000055275,True,
ALFRED-ALMOND CSD,2021,https://data.nysed.gov/profile.php?instid=800000055275,20211116010314,https://web.archive.org/web/20211116010314/https://data.nysed.gov/profile.php?instid=800000055275,2021-11-16 01:03:14,RACIE BLIVEN,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,020101040000,800000055275,True,
ALFRED-ALMOND CSD,2022,https://data.nysed.gov/profile.php?instid=800000055275,20220930140417,https://web.archive.org/web/20220930140417/https://data.nysed.gov/profile.php?instid=800000055275,2022-09-30 14:04:17,BRETT DUSINBERRE,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,020101040000,800000055275,True,
ALFRED-ALMOND CSD,2023,https://data.nysed.gov/profile.php?instid=800000055275,20231130104330,https://web.archive.org/web/20231130104330/https://data.nysed.gov/profile.php?instid=800000055275,2023-11-30 10:43:30,BRETT DUSINBERRE,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,020101040000,800000055275,True,
ALFRED-ALMOND CSD,2024,https://data.nysed.gov/profile.php?instid=800000055275,20241207182720,https://web.archive.org/web/20241207182720/https://data.nysed.gov/profile.php?instid=800000055275,2024-12-07 18:27:20,BRETT DUSINBERRE,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,020101040000,800000055275,True,
ALFRED-ALMOND CSD,2025,https://data.nysed.gov/profile.php?instid=800000055275,20250601222636,https://web.archive.org/web/20250601222636/https://data.nysed.gov/profile.php?instid=800000055275,2025-06-01 22:26:36,BRETT DUSINBERRE,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,020101040000,800000055275,True,
ALLEGANY-LIMESTONE CSD,2017,https://data.nysed.gov/profile.php?instid=800000054808,20170107022429,https://web.archive.org/web/20170107022429/https://data.nysed.gov/profile.php?instid=800000054808,2017-01-07 02:24:29,KAREN GEELAN,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,040302060000,800000054808,True,
ALLEGANY-LIMESTONE CSD,2019,https://data.nysed.gov/profile.php?instid=800000054808,20190501173226,https://web.archive.org/web/20190501173226/https://data.nysed.gov/profile.php?instid=800000054808,2019-05-01 17:32:26,HONY GIANNICCHI,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,040302060000,800000054808,True,
ALLEGANY-LIMESTONE CSD,2020,https://data.nysed.gov/profile.php?instid=800000054808,20201026015105,https://web.archive.org/web/20201026015105/https://data.nysed.gov/profile.php?instid=800000054808,2020-10-26 01:51:05,HONY GIANNICCHI,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,040302060000,800000054808,True,
ALLEGANY-LIMESTONE CSD,2021,https://data.nysed.gov/profile.php?instid=800000054808,20211130221935,https://web.archive.org/web/20211130221935/https://data.nysed.gov/profile.php?instid=800000054808,2021-11-30 22:19:35,HONY GIANNICCHI,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,040302060000,800000054808,True,
ALLEGANY-LIMESTONE CSD,2022,https://data.nysed.gov/profile.php?instid=800000054808,20220930131856,https://web.archive.org/web/20220930131856/https://data.nysed.gov/profile.php?instid=800000054808,2022-09-30 13:18:56,HONY GIANNICCHI,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,040302060000,800000054808,True,
ALLEGANY-LIMESTONE CSD,2023,https://data.nysed.gov/profile.php?instid=800000054808,20231205122428,https://web.archive.org/web/20231205122428/https://data.nysed.gov/profile.php?instid=800000054808,2023-12-05 12:24:28,HONY GIANNICCHI,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,040302060000,800000054808,True,
ALLEGANY-LIMESTONE CSD,2024,https://data.nysed.gov/profile.php?instid=800000054808,20240925002758,https://web.archive.org/web/20240925002758/https://data.nysed.gov/profile.php?instid=800000054808,2024-09-25 00:27:58,HONY GIANNICCHI,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,040302060000,800000054808,True,
ALLEGANY-LIMESTONE CSD,2025,https://data.nysed.gov/profile.php?instid=800000054808,20250601222751,https://web.archive.org/web/20250601222751/https://data.nysed.gov/profile.php?instid=800000054808,2025-06-01 22:27:51,HONY GIANNICCHI,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,040302060000,800000054808,True,
ALTMAR-PARISH-WILLIAMSTOWN CSD,2017,https://data.nysed.gov/profile.php?instid=800000055804,20170107022746,https://web.archive.org/web/20170107022746/https://data.nysed.gov/profile.php?instid=800000055804,2017-01-07 02:27:46,MURPHY,ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT,460102040000,800000055804,True,
ALTMAR-PARISH-WILLIAMSTOWN CSD,2019,https://data.nysed.gov/profile.php?instid=800000055804,20190501173336,https://web.archive.org/web/20190501173336/https://data.nysed.gov/profile.php?instid=800000055804,2019-05-01 17:33:36,ERIC KNUTH,ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT,460102040000,800000055804,True,
ALTMAR-PARISH-WILLIAMSTOWN CSD,2020,https://data.nysed.gov/profile.php?instid=800000055804,20201103034940,https://web.archive.org/web/20201103034940/https://data.nysed.gov/profile.php?instid=800000055804,2020-11-03 03:49:40,LYNN RHONE,ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT,460102040000,800000055804,True,
